match_index,time_seconds,team_name,paradigm,alive_agents,cumulative_eliminations,cumulative_accuracy,cumulative_win_rate,obstacle_count
10,10.2,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,10.2,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,10.3,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,10.3,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,10.3,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,10.4,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,10.4,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,10.4,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,10.5,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,10.5,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,10.5,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,10.6,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,10.6,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,10.6,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,10.7,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,10.7,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,10.7,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,10.8,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,10.8,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,10.8,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,10.9,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,10.9,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,10.9,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,11.0,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,11.0,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,11.0,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,11.1,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,11.1,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,11.1,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,11.2,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,11.2,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,11.2,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,11.3,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,11.3,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,11.3,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,11.4,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,11.4,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,11.4,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,11.5,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,11.5,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,11.5,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,11.6,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,11.6,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,11.6,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,11.7,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,11.7,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,11.7,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,11.8,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,11.8,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,11.8,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,11.9,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,11.9,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,11.9,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,12.0,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,12.0,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,12.0,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,12.1,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,12.1,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,12.1,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,12.2,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,12.2,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,12.2,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,12.3,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,12.3,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,12.3,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,12.4,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,12.4,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,12.4,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,12.5,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,12.5,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,12.5,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,12.6,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,12.6,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,12.6,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,12.7,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,12.7,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,12.7,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,12.8,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,12.8,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,12.8,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,12.9,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,12.9,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,12.9,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,13.0,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,13.0,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,13.0,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,13.1,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,13.1,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,13.1,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,13.2,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,13.2,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,13.2,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,13.3,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,13.3,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,13.3,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,13.4,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,13.4,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,13.4,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,13.5,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,13.5,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,13.5,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,13.6,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,13.6,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,13.6,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,13.7,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,13.7,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,13.7,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,13.8,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,13.8,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,13.8,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,13.9,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,13.9,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,13.9,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,14.0,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,14.0,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,14.0,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,14.1,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,14.1,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,14.1,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,14.2,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,14.2,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,14.2,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,14.3,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,14.3,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,14.3,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,14.4,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,14.4,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,14.4,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,14.5,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,14.5,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,14.5,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,14.6,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,14.6,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,14.6,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,14.7,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,14.7,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,14.7,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,14.8,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,14.8,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,14.8,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,14.9,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,14.9,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,14.9,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,15.0,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,15.0,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,15.0,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,15.1,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,15.1,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,15.1,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,15.2,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,15.2,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,15.2,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,15.3,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,15.3,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,15.3,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,15.4,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,15.4,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,15.4,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,15.5,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,15.5,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,15.5,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,15.6,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,15.6,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,15.6,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,15.7,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,15.7,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,15.7,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,15.8,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,15.8,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,15.8,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,15.9,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,15.9,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,15.9,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,16.0,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,16.0,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,16.0,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,16.1,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,16.1,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,16.1,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,16.2,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,16.2,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,16.2,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,16.3,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,16.3,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,16.3,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,16.4,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,16.4,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,16.4,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,16.5,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,16.5,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,16.5,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,16.6,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,16.6,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,16.6,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,16.7,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,16.7,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,16.7,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,16.8,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,16.8,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,16.8,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,16.9,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,16.9,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,16.9,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,17.0,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,17.0,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,17.0,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,17.1,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,17.1,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,17.1,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,17.2,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,17.2,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,17.2,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,17.3,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,17.3,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,17.3,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,17.4,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,17.4,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,17.4,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,17.5,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,17.5,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,17.5,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,17.6,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,17.6,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,17.6,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,17.7,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,17.7,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,17.7,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,17.8,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,17.8,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,17.8,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,17.9,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,17.9,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,17.9,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,18.0,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,18.0,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,18.0,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,18.1,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,18.1,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,18.1,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,18.2,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,18.2,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,18.2,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,18.3,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,18.3,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,18.3,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,18.4,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,18.4,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,18.4,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,18.5,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,18.5,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,18.5,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,18.6,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,18.6,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,18.6,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,18.7,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,18.7,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,18.7,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,18.8,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,18.8,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,18.8,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,18.9,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,18.9,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,18.9,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,19.0,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,19.0,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,19.0,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,19.1,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,19.1,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,19.1,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,19.2,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,19.2,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,19.2,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,19.3,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,19.3,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,19.3,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,19.4,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,19.4,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,19.4,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,19.5,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,19.5,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,19.5,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,19.6,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,19.6,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,19.6,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,19.7,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,19.7,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,19.7,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,19.8,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,19.8,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,19.8,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,19.9,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,19.9,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,19.9,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,20.0,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,20.0,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,20.0,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,20.1,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,20.1,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,20.1,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,20.2,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,20.2,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,20.2,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,20.3,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,20.3,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,20.3,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,20.4,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,20.4,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,20.4,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,20.5,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,20.5,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,20.5,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,20.6,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,20.6,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
10,20.6,Equipe 3,CTDE-Comm,1,26,0.13,0.3333333333333333,8
10,20.7,Equipe 1,CTDE-VD,0,21,0.09251101321585903,0.2222222222222222,8
10,20.7,Equipe 2,CTDE-CAC,1,28,0.1044776119402985,0.4444444444444444,8
