match_index,agent_id,team_name,paradigm,kills,shots_hit,shots_missed,survival_time,alive_at_end
410,1-3,Equipe 1,CTDE-VD,2,2,1,5.999999999999995,1
410,2-1,Equipe 2,CTDE-CAC,0,0,1,0.4,0
410,2-2,Equipe 2,CTDE-CAC,0,0,1,0.2,0
410,2-3,Equipe 2,CTDE-CAC,1,1,1,0.7999999999999999,0
410,3-1,Equipe 3,CTDE-Comm,0,0,0,4.100000000000001,0
410,3-2,Equipe 3,CTDE-Comm,0,0,1,5.999999999999995,0
410,3-3,Equipe 3,CTDE-Comm,0,0,0,4.100000000000001,0
420,1-1,Equipe 1,CTDE-VD,2,2,5,6.799999999999992,0
420,1-2,Equipe 1,CTDE-VD,0,0,1,0.2,0
420,1-3,Equipe 1,CTDE-VD,1,1,0,0.1,0
420,2-1,Equipe 2,CTDE-CAC,2,2,5,6.799999999999992,1
420,2-2,Equipe 2,CTDE-CAC,0,0,6,3.0000000000000013,0
420,2-3,Equipe 2,CTDE-CAC,0,0,5,6.799999999999992,1
420,3-1,Equipe 3,CTDE-Comm,1,1,0,0.30000000000000004,0
420,3-2,Equipe 3,CTDE-Comm,1,1,0,0.1,0
420,3-3,Equipe 3,CTDE-Comm,0,0,1,0.2,0
430,1-1,Equipe 1,CTDE-VD,2,2,13,84.89999999999945,1
430,1-2,Equipe 1,CTDE-VD,1,1,14,84.89999999999945,1
430,1-3,Equipe 1,CTDE-VD,0,0,3,2.1000000000000005,0
430,2-1,Equipe 2,CTDE-CAC,1,1,0,0.4,0
430,2-2,Equipe 2,CTDE-CAC,0,0,2,1.0999999999999999,0
430,2-3,Equipe 2,CTDE-CAC,0,0,2,1.0999999999999999,0
430,3-1,Equipe 3,CTDE-Comm,1,1,0,0.5,0
430,3-2,Equipe 3,CTDE-Comm,0,0,2,84.89999999999945,1
430,3-3,Equipe 3,CTDE-Comm,1,1,14,9.89999999999998,0
440,1-1,Equipe 1,CTDE-VD,0,0,5,3.1000000000000014,0
440,1-2,Equipe 1,CTDE-VD,1,1,5,3.600000000000002,0
440,1-3,Equipe 1,CTDE-VD,0,0,3,1.5000000000000002,0
440,2-1,Equipe 2,CTDE-CAC,0,0,5,72.60000000000015,1
440,2-2,Equipe 2,CTDE-CAC,1,1,2,72.60000000000015,1
440,2-3,Equipe 2,CTDE-CAC,1,1,4,2.400000000000001,0
440,3-1,Equipe 3,CTDE-Comm,0,0,1,0.30000000000000004,0
440,3-2,Equipe 3,CTDE-Comm,3,3,4,72.60000000000015,1
440,3-3,Equipe 3,CTDE-Comm,0,0,1,0.5,0
450,1-1,Equipe 1,CTDE-VD,0,0,16,6.499999999999993,0
450,1-2,Equipe 1,CTDE-VD,0,0,4,1.4000000000000001,0
450,1-3,Equipe 1,CTDE-VD,0,0,2,0.9999999999999999,0
450,2-1,Equipe 2,CTDE-CAC,0,0,1,0.1,0
450,2-2,Equipe 2,CTDE-CAC,0,0,2,0.5,0
450,2-3,Equipe 2,CTDE-CAC,1,1,0,0.1,0
450,3-1,Equipe 3,CTDE-Comm,1,1,0,0.1,0
450,3-2,Equipe 3,CTDE-Comm,4,4,0,6.499999999999993,1
450,3-3,Equipe 3,CTDE-Comm,1,1,13,6.499999999999993,1
